Theta	E
144.600091	1583.707750
86.015516	1810.594250
86.015516	1856.571250
86.015516	1728.635250
86.015516	1665.666750
86.015516	1810.324154
86.015516	1854.935265
86.015516	1727.283031
86.015516	1666.464813
91.737967	1846.576250
91.737967	1798.600250
91.737967	1647.675750
91.737967	1709.644750
91.737967	1844.887507
91.737967	1798.857597
91.737967	1648.246729
91.737967	1694.355173
108.374643	1814.592250
108.374643	1763.617750
108.374643	1601.698750
108.374643	1814.397752
108.374643	1761.493938
108.374643	1628.153117
93.170289	1799.599750
93.170289	1845.576750
93.170289	1646.676250
93.170289	1708.645250
93.170289	1799.364963
93.170289	1844.606269
93.170289	1646.528573
93.170289	1695.802428
107.721587	1814.592250
107.721587	1762.618250
107.721587	1602.698250
107.721587	1659.669750
51.618613	1879.559750
51.618613	1878.478581
161.562216	1742.628250
161.562216	1455.771750
161.562216	1575.711750
161.562216	1741.439671
161.562216	1461.121077
161.562216	1576.156694
88.529735	1811.593750
88.529735	1856.571250
88.529735	1728.635250
88.529735	1811.584703
88.529735	1854.260173
88.529735	1703.955719
146.018838	1744.627250
146.018838	1595.701750
146.018838	1474.762250
146.018838	1575.711750
146.018838	1744.740618
146.018838	1601.307790
146.018838	1476.511631
146.018838	1581.711570
68.958339	1848.575250
68.958339	1902.548250
68.958339	1740.629250
68.958339	1785.606750
68.958339	1848.620270
68.958339	1895.035854
68.958339	1222.196407
68.958339	1770.705717
157.044072	1742.628250
157.044072	1460.769250
157.044072	1581.708750
157.044072	1740.728831
157.044072	1463.452294
157.044072	1578.745376
141.115571	1749.624750
141.115571	1473.762750
141.115571	1504.747250
141.115571	1587.705750
73.110904	1842.578250
73.110904	1894.552250
73.110904	1727.635750
151.550456	1717.640750
151.550456	1423.787750
151.550456	1548.725250
151.550456	1717.433933
151.550456	1430.322477
151.550456	1548.041115
77.823863	1832.583250
77.823863	1880.559250
77.823863	1707.645750
77.823863	1765.616750
77.823863	1833.028549
77.823863	1876.112698
77.823863	1706.200486
77.823863	1773.042438
78.976554	1830.584250
78.976554	1879.559750
78.976554	1760.619250
78.976554	1830.223559
78.976554	1874.737256
78.976554	1759.923625
82.137859	1822.588250
82.137859	1869.564750
82.137859	1686.656250
82.137859	1743.627750
82.137859	1823.223304
82.137859	1865.871706
82.137859	1685.784044
82.137859	1733.764809
89.673125	1811.593750
89.673125	1855.571750
89.673125	1728.635250
89.673125	1665.666750
89.673125	1811.804257
89.673125	1854.834753
89.673125	7334806.407749
89.673125	7302504.217744
71.917331	1843.577750
71.917331	1895.551750
71.917331	1728.635250
71.917331	1779.609750
71.917331	1844.054864
71.917331	1887.896167
71.917331	1191.997160
71.917331	1763.172614
81.539746	1823.587750
81.539746	1868.565250
81.539746	1686.656250
81.539746	1836.335928
81.539746	370.149632
81.539746	1703.207252
109.389962	1812.593250
109.389962	1762.618250
109.389962	1690.654250
109.389962	1600.699250
80.107807	1824.587250
80.107807	1870.564250
80.107807	1689.654750
80.107807	1746.626250
80.107807	1824.710600
80.107807	1867.758384
80.107807	1686.923443
80.107807	1750.746823
165.379082	1481.758750
165.379082	1779.609750
165.379082	1605.696750
165.379082	1551.723750
165.379082	1484.607790
165.379082	1779.563134
165.379082	102329375.422551
165.379082	1641.149096
75.141601	1835.581750
75.141601	1885.556750
75.141601	1712.643250
75.141601	1765.616750
