Theta	E	Eerr
125.876461	1539.432427	1.362184
87.863955	1844.931813	0.175396
87.863955	1716.646803	1.680956
85.145730	1846.032449	0.233852
85.145730	1722.935371	2.569785
78.475596	1860.819651	0.347355
78.475596	1754.011928	1.928726
83.921124	1851.477216	0.561590
118.151321	1791.095011	0.446971
118.151321	2117.450456	3384.464084
90.393096	1837.102452	0.239027
90.393096	1685.731936	2.574004
114.911149	1796.713899	0.383551
114.911149	1577.826933	1.330233
72.284213	1871.577670	0.398460
72.284213	1756.092298	2.359839
72.284213	1446.560829	32.913088
98.305654	1827.510030	0.434876
98.305654	1921.949833	62.116907
70.298289	1882.463804	377.048619
70.298289	1811.064677	8001.359782
70.298289	1834.335571	39.106075
70.298289	-329.817758	114680.967274
70.298289	1254.926573	97249.757358
70.298289	794.525017	98973.037247
70.298289	1033.438998	48240.626400
89.206260	1844.480502	0.232499
89.206260	1711.331910	2.535135
103.786950	1817.234541	0.592002
75.036056	1867.176290	1.020236
75.036056	1794.379485	15.818602
75.036056	1582.236665	111.142809
75.036056	647.087765	226.589272
88.442921	1845.599847	140.620422
88.442921	1809.325581	133.558572
88.442921	1686.685496	140.279481
95.704637	1830.779886	0.928986
95.704637	1690.099384	4003.497911
72.871056	1879.292716	2.253036
72.871056	1697.461552	9.248682
72.871056	1705.351457	8.983142
72.871056	1908.061187	1.221982
72.871056	1352.102145	43.177982
87.308101	1845.187415	0.358104
