Theta	E	Eerr
75.431058	2368.410716	0.693226
75.431058	2236.199469	2.371809
75.431058	2346.906843	2.395714
74.515016	2369.956797	0.541811
74.515016	3050.455026	8311.815835
74.515016	2342.249390	2.949577
74.515016	2231.420149	3.004201
114.534682	2272.551891	0.142991
114.534682	2006.322482	0.421730
158.528195	2164.116368	0.142417
158.528195	1817.084456	0.328627
158.528195	1964.179669	0.455241
102.921604	2300.116455	0.121871
102.921604	2064.396644	0.540622
65.739516	2388.009599	0.377389
65.739516	2140.122101	9.841246
65.739516	2300.770522	2.237595
65.739516	942.776685	78.790445
144.635768	2171.094180	0.139604
144.635768	1838.271733	0.327941
144.635768	1978.927709	0.552788
111.659316	2276.741477	0.144713
111.659316	2014.342020	0.442315
104.113805	2297.649658	0.140198
104.113805	2058.817600	0.533602
69.635556	2382.856885	0.670992
69.635556	4691.694166	1339.510810
69.635556	2356.747266	2.715376
69.635556	2251.864544	2.395207
118.568743	2263.796926	0.148946
118.568743	1987.761914	0.412013
96.574476	2306.126041	0.134404
96.574476	2082.077822	0.527748
104.735960	2296.436853	0.179106
104.735960	2055.112874	0.696888
90.558307	2325.461857	0.139935
90.558307	2120.611659	0.999788
80.765412	2350.321986	0.186537
80.765412	2212.124322	2.164244
161.430291	2164.768818	0.120219
161.430291	1813.057576	0.283973
161.430291	1963.127765	0.446662
79.257181	2355.129582	0.280729
79.257181	2214.900467	3.519232
147.922452	2162.066323	0.238439
147.922452	1821.816599	0.717649
147.922452	1944.859542	8.869302
150.271810	2144.063414	0.206839
150.271810	1786.748500	0.515019
81.905315	2349.499108	0.173046
81.905315	2207.142862	1.682207
56.700925	2384.104308	1.231838
56.700925	2314.013870	3.628031
56.700925	2187.713941	9.885525
56.700925	629.423606	3.291508
56.700925	1923.313315	29.281108
56.700925	1096.477249	65.939703
102.063334	2300.133152	0.128092
102.063334	2066.201159	0.685116
89.346966	2336.766241	0.182060
89.346966	2179.687566	2.030649
92.802655	2324.837289	0.146449
92.802655	2119.703015	0.798358
155.180369	2167.048783	0.123208
155.180369	1822.879367	0.301421
124.595903	2245.475735	0.194462
124.595903	1953.148121	0.478358
124.595903	2076.978803	0.550375
162.436785	2163.428981	0.126688
162.436785	1811.970390	0.320262
162.436785	1961.111743	0.383748
153.761772	2168.325223	0.122862
153.761772	1826.450607	0.293631
153.761772	1971.808876	0.415158
121.909022	2256.285905	0.156734
121.909022	1971.243114	0.436093
159.602588	2164.101049	0.121464
159.602588	1815.367750	0.279042
159.602588	1963.867499	0.428764
83.087010	2349.910975	0.194061
83.087010	2217.593950	2.752145
73.305963	2377.581649	0.404017
73.305963	2352.359386	1.758902
73.305963	5153.282742	1255.884705
73.305963	2246.753079	2.072965
97.183538	2306.393518	0.173914
97.183538	2082.320714	0.739775
112.325996	2276.600166	0.337790
112.325996	2013.268426	1.784116
93.804695	2325.208826	0.147885
93.804695	2153.329447	1.461081
108.918557	2285.203185	0.144727
108.918557	2033.355081	0.495816
99.877922	2304.478183	0.138310
99.877922	2079.032224	0.670314
156.004789	2166.567354	0.131880
156.004789	1821.203079	0.312626
156.004789	1967.127557	0.471121
116.234994	2266.251834	0.150874
116.234994	1992.725041	0.414788
99.268820	2305.878176	0.166015
99.268820	2082.818695	0.762389
149.738367	2148.065533	0.221304
149.738367	1791.255805	0.445990
149.738367	1941.021320	0.685593
92.198560	2324.958450	0.186391
96.050136	2306.266363	0.201670
96.050136	2083.204787	1.010038
71.566793	2372.464726	0.358881
55.095299	2145.600207	25.671335
55.095299	2378.764537	1.408694
55.095299	2300.032121	6.865295
55.095299	647.907114	17.344676
55.095299	1668.736006	68.976879
94.334729	2326.199921	0.878101
94.334729	3285.684093	38458.890621
64.353326	2391.681891	0.501842
64.353326	2315.939248	3.732307
64.353326	2192.757742	13.011868
64.353326	823.321271	305.993673
82.445579	2350.403989	0.378906
115.444428	2270.331467	0.167754
115.444428	2000.410103	0.603121
67.499712	2384.124966	0.443374
67.499712	2303.881205	4.498782
67.499712	2193.667051	14.114136
67.499712	1347.228037	291.541543
98.224888	2306.353032	0.136857
98.224888	2085.429176	0.744544
85.019755	2341.304347	0.188949
76.222195	2362.255954	0.280537
76.222195	2246.787254	3.125896
107.119977	2287.876329	0.146549
107.119977	2037.818639	0.456209
110.510314	2281.697179	0.148073
110.510314	2025.480761	0.548470
107.753569	2287.025039	0.172531
78.133156	2360.919115	0.290459
78.133156	2247.890304	3.114885
146.438660	2168.494779	0.184692
146.438660	1831.302651	0.425428
87.933918	2336.808924	0.228920
87.933918	2176.165041	2.645591
117.085099	2265.617684	0.153225
117.085099	1990.582724	0.443522
123.905395	2250.499139	0.229574
123.905395	1962.597744	0.676016
149.216783	2148.583215	0.528407
108.330383	2286.170605	0.385141
108.330383	3553.212657	13578.536846
91.080403	2325.177983	0.193690
91.080403	2152.233692	2.763083
101.531200	2300.104666	0.195739
101.531200	2104.752075	6.155285
119.286532	2261.882701	0.179557
119.286532	1982.988265	0.523395
119.286532	2103.087905	0.663069
142.526952	2176.147358	0.243221
142.526952	1848.025790	0.612386
53.291070	2269.702785	11.083145
53.291070	2370.699680	2.307242
53.291070	3116.151290	16598.801138
86.463010	2337.586679	0.309627
100.771068	2301.720754	0.172313
100.771068	2070.278186	0.707593
109.964742	2283.793520	0.195008
109.964742	2027.897019	0.687537
106.515309	2287.735391	0.394000
127.301997	2242.897801	0.290602
127.301997	1949.498391	1.103480
160.276908	2164.653654	0.152346
160.276908	1815.770172	0.365624
154.293040	2167.497906	0.198781
154.293040	1824.983145	0.453321
72.714643	2371.702560	314.280449
72.714643	2329.013218	268.667410
72.714643	-406.256487	2387.297919
121.377066	2257.662023	0.460730
121.377066	1970.780513	1.771692
126.409997	2244.633343	0.265246
126.409997	1950.311331	0.723508
80.219903	2352.368501	0.264643
113.896365	2273.514680	0.380416
113.896365	2211.228691	1306.488523
84.513109	2348.207846	0.515497
164.869509	1845.642299	1.288031
164.869509	2164.579589	11.210934
164.869509	1898.266111	57.275587
164.869509	937.579187	194.315701
160.832891	2164.455573	0.266168
160.832891	1815.937319	0.719145
160.832891	1961.488866	1.467841
109.424497	2285.335099	155698.162818
109.424497	-52.962810	60.807608
109.424497	2729.994798	188104.705414
122.885911	2254.244825	0.165709
122.885911	1966.944174	0.500890
122.885911	2079.055365	2.713458
117.694368	2265.133245	0.200079
117.694368	1989.112467	0.603480
105.237429	2294.907419	0.277728
105.237429	2058.921592	18.198945
81.334305	2350.638684	0.436008
89.884202	2333.798302	0.354766
89.884202	2145.119049	11.885646
153.241974	2168.947009	0.441452
153.241974	1825.748747	1.879262
97.698412	2306.120278	0.711182
98.731745	2307.736537	0.873609
151.327792	2138.364535	0.599185
151.327792	1583.109617	321.911494
